nombre_entidad,fecha_mes,tipo_de_persona,tipo_de_garantia,producto_de_credito,tipo_de_credito,plazo_de_credito,tasa_efectiva_promedio_ponderada
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,25.147142857142857
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,25.53295918367347
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,17.881363636363638
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,22.60178571428571
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,23.257735849056605
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.98347039473684
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,25.32388111888112
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,24.106496815286626
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,Más de 7 años y hasta 15 años,15.89625
AV Villas,2025-04-30,Natural,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,19.145
AV Villas,2025-04-30,Natural,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,19.43
AV Villas,2025-04-30,Natural,Sin garantia,Crédito popular productivo urbano (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,24.91
AV Villas,2025-04-30,Natural,Sin garantia,Crédito rotativo,Consumo,Más de 1 año y hasta 3 años,24.446305732484078
AV Villas,2025-04-30,Natural,Sin garantia,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,24.06586206896552
AV Villas,2025-04-30,Natural,Sin garantia,Créditos educativos diferentes a libranza,Consumo,Más de 1 año y hasta 3 años,21.75
AV Villas,2025-04-30,Natural,Sin garantia,Créditos educativos diferentes a libranza,Consumo,Más de 5 años y hasta 7 años,21.75
AV Villas,2025-04-30,Natural,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,18.825
AV Villas,2025-04-30,Natural,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,22.11
AV Villas,2025-04-30,Natural,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,24.88
AV Villas,2025-04-30,Natural,Sin garantia,Factoring,Comercial ordinario,Hasta 30 días,20.53
AV Villas,2025-04-30,Natural,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,17.26
AV Villas,2025-04-30,Natural,Sin garantia,Libranza otros,Consumo,Entre 31 días y 1 año,15.680625
AV Villas,2025-04-30,Natural,Sin garantia,Libranza otros,Consumo,Más de 1 año y hasta 3 años,16.438535031847135
AV Villas,2025-04-30,Natural,Sin garantia,Libranza otros,Consumo,Más de 10 años,15.430478223740392
AV Villas,2025-04-30,Natural,Sin garantia,Libranza otros,Consumo,Más de 3 años y hasta 5 años,16.396914498141264
AV Villas,2025-04-30,Natural,Sin garantia,Libranza otros,Consumo,Más de 5 años y hasta 7 años,15.396496815286625
AV Villas,2025-04-30,Natural,Sin garantia,Libranza otros,Consumo,Más de 7 años y hasta 10 años,15.541297192642787
AV Villas,2025-04-30,Natural,Sin garantia,Libre inversión,Consumo,Entre 31 días y 1 año,19.78097087378641
AV Villas,2025-04-30,Natural,Sin garantia,Libre inversión,Consumo,Más de 1 año y hasta 3 años,20.962027027027027
AV Villas,2025-04-30,Natural,Sin garantia,Libre inversión,Consumo,Más de 3 años y hasta 5 años,20.373007518796992
AV Villas,2025-04-30,Natural,Sin garantia,Libre inversión,Consumo,Más de 5 años y hasta 7 años,18.461363636363636
AV Villas,2025-04-30,Natural,Sin garantia,Libre inversión,Consumo,Más de 7 años y hasta 10 años,25.55
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Avances en efectivo,25.52640664961637
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a más de 36 meses,23.025
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,25.01481012658228
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,25.48820497630332
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,25.17602424242424
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,25.47711668928087
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,25.203274336283183
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,25.527579162410625
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,17.708636363636366
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,22.77377551020408
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,23.14430811808118
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.99983318223028
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,24.99939963336389
AV Villas,2025-04-30,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,24.337314261315115
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,14.84
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,12.585
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,13.68
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,14.2315
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,13.64815028901734
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Hasta 30 días,25.853372781065087
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,0.0
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,25.813333333333333
AV Villas,2025-05-31,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 25 y 36 meses,25.71666666666667
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 1 año y hasta 3 años,11.87
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 3 años y hasta 5 años,12.52
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 5 años y hasta 7 años,13.3
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,16.3525
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Crédito productivo urbano (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,16.86
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,13.223846153846154
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,12.69
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,15.31
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Factoring,Comercial ordinario,Hasta 30 días,19.145
AV Villas,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,19.15
AV Villas,2025-05-31,Jurídica,Sin garantia,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 3 años y hasta 5 años,9.25
AV Villas,2025-05-31,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 1 año y hasta 3 años,11.496129032258064
AV Villas,2025-05-31,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 3 años y hasta 5 años,12.3925
AV Villas,2025-05-31,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,11.089090909090908
AV Villas,2025-05-31,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 5 años y hasta 7 años,12.64
AV Villas,2025-05-31,Jurídica,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,12.473333333333333
AV Villas,2025-05-31,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,12.529
AV Villas,2025-05-31,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,12.476666666666668
AV Villas,2025-05-31,Jurídica,Sin garantia,Factoring,Comercial ordinario,Hasta 30 días,13.404181818181819
AV Villas,2025-05-31,Jurídica,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,14.707845303867405
AV Villas,2025-05-31,Jurídica,Sin garantia,Financiero e institucional,Comercial ordinario,Más de 3 años y hasta 5 años,11.17
AV Villas,2025-05-31,Jurídica,Sin garantia,Financiero e institucional,Comercial ordinario,Más de 30 días y hasta 1 año,11.14
AV Villas,2025-05-31,Jurídica,Sin garantia,Oficial o Gobierno,Comercial ordinario,Más de 30 días y hasta 1 año,10.9
AV Villas,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,0.0
AV Villas,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,25.731875
AV Villas,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 25 y 36 meses,25.783125
AV Villas,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 7 y 12 meses,25.935
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,11.215967741935485
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,11.5
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,11.667857142857144
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,11.283333333333331
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,7.675
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,11.698333333333334
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,10.82
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,11.396666666666668
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,11.366666666666667
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,7.45
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 7 años y hasta 15 años,6.55
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 1 año y hasta 3 años,24.503333333333337
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,24.226111111111113
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,A más de 7 años,10.7
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 1 año y hasta 3 años,16.472857142857144
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 10 años,15.449032258064516
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 3 años y hasta 5 años,16.94083333333333
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 5 años y hasta 7 años,15.773888888888887
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 7 años y hasta 10 años,15.207444444444445
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Entre 31 días y 1 año,15.468235294117648
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 1 año y hasta 3 años,16.4
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 3 años y hasta 5 años,17.337333333333333
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 5 años y hasta 7 años,19.002142857142857
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 7 años y hasta 10 años,21.275
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Sobregiro en cuenta corriente persona natural,Consumo,Entre 31 días y 1 año,25.90537313432836
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Sobregiro en cuenta corriente persona natural,Consumo,Hasta 30 días,25.88365079365079
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Avances en efectivo,25.7740625
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,25.665
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,25.318625
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,25.7472
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,24.316875
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,25.78704
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,16.29193548387097
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,23.90142857142857
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,22.5188
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.664089068825913
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,25.372938596491228
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,23.88543209876543
AV Villas,2025-05-31,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,Más de 7 años y hasta 15 años,16.09
AV Villas,2025-05-31,Natural,Sin garantia,Crédito rotativo,Consumo,Más de 1 año y hasta 3 años,24.542657342657343
AV Villas,2025-05-31,Natural,Sin garantia,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,24.14921686746988
AV Villas,2025-05-31,Natural,Sin garantia,Créditos educativos diferentes a libranza,Consumo,Más de 7 años y hasta 10 años,21.75
AV Villas,2025-05-31,Natural,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,22.11
AV Villas,2025-05-31,Natural,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,24.85
AV Villas,2025-05-31,Natural,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,16.014
AV Villas,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Entre 31 días y 1 año,16.24
AV Villas,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 1 año y hasta 3 años,15.996701030927836
AV Villas,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 10 años,15.614764492753624
AV Villas,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 3 años y hasta 5 años,16.38504
AV Villas,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 5 años y hasta 7 años,15.52578125
AV Villas,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 7 años y hasta 10 años,15.25588679245283
AV Villas,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Entre 31 días y 1 año,20.51938775510204
AV Villas,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 1 año y hasta 3 años,20.825893536121672
AV Villas,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 3 años y hasta 5 años,20.511872246696036
AV Villas,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 5 años y hasta 7 años,18.840502183406112
AV Villas,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 7 años y hasta 10 años,23.54
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Avances en efectivo,25.772382892057024
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a más de 36 meses,23.36
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,25.456410256410255
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,25.696511627906975
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.73272081218274
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,25.67617845117845
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,24.918617021276596
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,25.765
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,17.24869565217391
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,21.68072463768116
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,22.110055248618785
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.16828885400314
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,24.723125393824827
AV Villas,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,23.50262425447316
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,A más de 7 años,15.19
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,16.61263157894737
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 3 años y hasta 5 años,18.175
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 30 días y hasta 1 año,13.881428571428572
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 5 años y hasta 7 años,13.105
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda no vis (colocación en pesos),Comercial ordinario,Más de 1 año y hasta 3 años,12.922222222222222
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda no vis (colocación en pesos),Comercial ordinario,Más de 30 días y hasta 1 año,14.476
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda no vis (colocación en uvr),Comercial ordinario,Más de 1 año y hasta 3 años,6.7425
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda no vis (colocación en uvr),Comercial ordinario,Más de 30 días y hasta 1 año,8.151666666666667
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda vis (colocación en pesos),Comercial ordinario,Más de 1 año y hasta 3 años,12.669444444444444
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda vis (colocación en pesos),Comercial ordinario,Más de 30 días y hasta 1 año,14.6175
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda vis (colocación en uvr),Comercial ordinario,Más de 1 año y hasta 3 años,6.578333333333333
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda vis (colocación en uvr),Comercial ordinario,Más de 30 días y hasta 1 año,11.515
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 1 año y hasta 3 años,12.571621621621622
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 3 años y hasta 5 años,13.331666666666669
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,11.828804347826088
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 5 años y hasta 7 años,12.186666666666667
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial - Tesoreria,Comercial tesoreria,Hasta 30 días,12.192
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,A más de 7 años,14.206666666666669
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Hasta 30 días,13.58375
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,17.043373493975903
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,16.00304347826087
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,14.79832699619772
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,18.414
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,14.619216589861752
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,17.76294858699353
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Financiero e institucional,Comercial ordinario,A más de 7 años,12.07
