nombre_entidad,fecha_mes,tipo_de_persona,tipo_de_garantia,producto_de_credito,tipo_de_credito,plazo_de_credito,tasa_efectiva_promedio_ponderada
RCI Colombia S.A.,2025-02-28,Jurídica,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,18.25
RCI Colombia S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,23.223333333333333
RCI Colombia S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,21.582857142857144
RCI Colombia S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,24.02
RCI Colombia S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,21.832435897435897
RCI Colombia S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Entre 31 días y 1 año,23.973333333333333
RCI Colombia S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 1 año y hasta 3 años,22.675666666666668
RCI Colombia S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 3 años y hasta 5 años,20.6943
RCI Colombia S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 5 años y hasta 7 años,20.74094623655914
RCI Colombia S.A.,2025-02-28,Natural,Sin garantia,Vehículo,Consumo,Entre 31 días y 1 año,22.985
RCI Colombia S.A.,2025-02-28,Natural,Sin garantia,Vehículo,Consumo,Más de 1 año y hasta 3 años,22.269354838709678
RCI Colombia S.A.,2025-02-28,Natural,Sin garantia,Vehículo,Consumo,Más de 3 años y hasta 5 años,19.667142857142856
RCI Colombia S.A.,2025-02-28,Natural,Sin garantia,Vehículo,Consumo,Más de 5 años y hasta 7 años,18.52878787878788
RCI Colombia S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,14.72875
RCI Colombia S.A.,2025-03-31,Jurídica,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,18.2075
RCI Colombia S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,22.335
RCI Colombia S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,20.875
RCI Colombia S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,23.435
RCI Colombia S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,21.987538461538463
RCI Colombia S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Entre 31 días y 1 año,23.562
RCI Colombia S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 1 año y hasta 3 años,22.357741935483872
RCI Colombia S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 3 años y hasta 5 años,20.788857142857143
RCI Colombia S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 5 años y hasta 7 años,20.956026936026937
RCI Colombia S.A.,2025-03-31,Natural,Sin garantia,Vehículo,Consumo,Entre 31 días y 1 año,22.724117647058826
RCI Colombia S.A.,2025-03-31,Natural,Sin garantia,Vehículo,Consumo,Más de 1 año y hasta 3 años,22.254166666666666
RCI Colombia S.A.,2025-03-31,Natural,Sin garantia,Vehículo,Consumo,Más de 3 años y hasta 5 años,19.36466666666667
RCI Colombia S.A.,2025-03-31,Natural,Sin garantia,Vehículo,Consumo,Más de 5 años y hasta 7 años,18.92516129032258
RCI Colombia S.A.,2025-04-30,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,22.56
RCI Colombia S.A.,2025-04-30,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,14.58
RCI Colombia S.A.,2025-04-30,Jurídica,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,18.14375
RCI Colombia S.A.,2025-04-30,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,22.42
RCI Colombia S.A.,2025-04-30,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,21.905384615384616
RCI Colombia S.A.,2025-04-30,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,21.451639344262297
RCI Colombia S.A.,2025-04-30,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Entre 31 días y 1 año,23.565
RCI Colombia S.A.,2025-04-30,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 1 año y hasta 3 años,22.04
RCI Colombia S.A.,2025-04-30,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 3 años y hasta 5 años,21.15759776536313
RCI Colombia S.A.,2025-04-30,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 5 años y hasta 7 años,20.79391304347826
RCI Colombia S.A.,2025-04-30,Natural,Sin garantia,Vehículo,Consumo,Entre 31 días y 1 año,22.826666666666668
RCI Colombia S.A.,2025-04-30,Natural,Sin garantia,Vehículo,Consumo,Más de 1 año y hasta 3 años,21.8576
RCI Colombia S.A.,2025-04-30,Natural,Sin garantia,Vehículo,Consumo,Más de 3 años y hasta 5 años,18.698
RCI Colombia S.A.,2025-04-30,Natural,Sin garantia,Vehículo,Consumo,Más de 5 años y hasta 7 años,18.386764705882353
RCI Colombia S.A.,2025-05-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,14.5275
RCI Colombia S.A.,2025-05-31,Jurídica,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,18.0775
RCI Colombia S.A.,2025-05-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,23.383333333333333
RCI Colombia S.A.,2025-05-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,21.905
RCI Colombia S.A.,2025-05-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,22.85
RCI Colombia S.A.,2025-05-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,21.55741935483871
RCI Colombia S.A.,2025-05-31,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Entre 31 días y 1 año,23.435
RCI Colombia S.A.,2025-05-31,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 1 año y hasta 3 años,22.347317073170732
RCI Colombia S.A.,2025-05-31,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 3 años y hasta 5 años,21.19627450980392
RCI Colombia S.A.,2025-05-31,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Más de 5 años y hasta 7 años,20.585416666666667
RCI Colombia S.A.,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Entre 31 días y 1 año,22.264444444444443
RCI Colombia S.A.,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Más de 1 año y hasta 3 años,21.899565217391302
RCI Colombia S.A.,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Más de 3 años y hasta 5 años,19.42
RCI Colombia S.A.,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Más de 5 años y hasta 7 años,17.696315789473683
Rappipay,2025-04-30,Natural,Sin garantia,Libre inversión,Consumo,Entre 31 días y 1 año,18.04
Rappipay,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Entre 31 días y 1 año,17.6
Rappipay,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 1 año y hasta 3 años,17.85666666666667
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,11.44
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 30 días y hasta 1 año,10.42
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda no vis (colocación en uvr),Comercial ordinario,Más de 1 año y hasta 3 años,7.38
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda vis (colocación en uvr),Comercial ordinario,Más de 30 días y hasta 1 año,6.98
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,11.091666666666669
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,12.44
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,15.89
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,14.619347826086956
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,17.217142857142857
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,11.313939393939394
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,17.61
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Otros Comercial,Comercial ordinario,Más de 1 año y hasta 3 años,16.42705882352941
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Otros Comercial,Comercial ordinario,Más de 30 días y hasta 1 año,14.5652
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantia idónea o no idónea,Otros Construcción (Colocacion en pesos),Comercial ordinario,Más de 1 año y hasta 3 años,14.75
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,14.0
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,14.86
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,15.88
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,13.6625
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,17.2
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Otros Comercial,Comercial ordinario,Más de 1 año y hasta 3 años,17.93
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Otros Comercial,Comercial ordinario,Más de 30 días y hasta 1 año,13.21
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Sin garantia,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Hasta 30 días,26.3
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Avances en efectivo,25.61625
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,0.0
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 13 y 18 meses,26.01
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 19 y 24 meses,25.64
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,25.593958333333333
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 25 y 36 meses,25.54957575757576
Scotiabank Colpatria S.A.,2025-02-28,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 7 y 12 meses,24.994285714285713
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,A más de 20 años,11.457142857142856
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,13.035949367088609
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,12.01
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,13.151772151898735
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,12.735454545454546
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,A más de 20 años,11.94
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,11.165
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,A más de 20 años,11.956
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,13.388823529411765
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,13.305681818181817
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,14.756666666666668
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,A más de 20 años,8.707
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,7.673333333333333
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 1 año y hasta 3 años,9.33
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 3 años y hasta 5 años,11.792857142857144
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 5 años y hasta 7 años,20.7
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 1 año y hasta 3 años,25.532691489361703
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,25.618129675810472
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 5 años y hasta 7 años,25.484791666666666
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 7 años y hasta 10 años,25.779859154929575
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Entre 31 días y 1 año,25.31891891891892
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Hasta 30 días,22.41
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 1 año y hasta 3 años,25.44877049180328
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 10 años,16.715454545454545
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 3 años y hasta 5 años,24.916692913385827
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 5 años y hasta 7 años,22.616700569568756
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 7 años y hasta 10 años,19.17
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,A más de 20 años,5.178888888888889
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,Más de 15 años y hasta 20 años,4.716666666666667
Scotiabank Colpatria S.A.,2025-02-28,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,Más de 7 años y hasta 15 años,5.24
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,26.02
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Libre inversión,Consumo,Entre 31 días y 1 año,26.29
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Libre inversión,Consumo,Más de 1 año y hasta 3 años,26.29
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Libre inversión,Consumo,Más de 3 años y hasta 5 años,26.29
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Libre inversión,Consumo,Más de 5 años y hasta 7 años,26.29
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Sobregiro en cuenta corriente persona natural,Consumo,Entre 31 días y 1 año,26.3
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Avances en efectivo,25.586066945606696
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a más de 36 meses,22.728931297709924
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a un mes,25.331417862693115
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,25.621056910569106
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,25.41762809441566
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,25.522976736287998
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,25.50544539804676
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,25.344489795918367
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,25.575120200932904
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,18.844375
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,25.41740509965089
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,25.54003120124805
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,25.030505078232224
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,25.518945208094692
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,25.37440799031477
Scotiabank Colpatria S.A.,2025-02-28,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,25.132194969860738
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,9.0575
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 30 días y hasta 1 año,10.500714285714286
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda no vis (colocación en uvr),Comercial ordinario,Más de 1 año y hasta 3 años,7.35
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda vis (colocación en uvr),Comercial ordinario,Más de 30 días y hasta 1 año,6.98
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,12.2125
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Empresarial - Tesoreria,Comercial tesoreria,Hasta 30 días,10.611666666666668
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,15.117272727272727
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,16.738
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,12.91125
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,12.22
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Otros Comercial,Comercial ordinario,Más de 1 año y hasta 3 años,17.079
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantia idónea o no idónea,Otros Comercial,Comercial ordinario,Más de 30 días y hasta 1 año,14.451666666666668
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,13.72
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 30 días y hasta 1 año,13.94
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,13.86
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,16.32
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,15.185
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Otros Comercial,Comercial ordinario,Más de 1 año y hasta 3 años,16.62333333333333
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Otros Comercial,Comercial ordinario,Más de 30 días y hasta 1 año,13.18
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Sin garantia,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Hasta 30 días,24.92
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Avances en efectivo,24.66
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,0.0
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 19 y 24 meses,24.66
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,24.66
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 25 y 36 meses,24.66
Scotiabank Colpatria S.A.,2025-03-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 7 y 12 meses,24.66
Scotiabank Colpatria S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,A más de 20 años,11.49
Scotiabank Colpatria S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,12.932033898305084
Scotiabank Colpatria S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,11.49
Scotiabank Colpatria S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,12.764807692307691
Scotiabank Colpatria S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,12.715
Scotiabank Colpatria S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,A más de 20 años,9.94
Scotiabank Colpatria S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,11.44
Scotiabank Colpatria S.A.,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,A más de 20 años,12.067777777777778
