Nombre_Tipo_Entidad,Tipo_de_persona,Tipo_de_crédito,Tipo_de_garantía,Producto de crédito,Plazo de crédito,Nombre_Entidad,by_month_fecha_corte,Tasa_efectiva_promedio_ponderada
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito popular productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco W S.A.,04/01/2025 12:00:00 AM,66.9
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito popular productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco W S.A.,05/01/2025 12:00:00 AM,68.9
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),A más de 7 años,Banagrario,02/01/2025 12:00:00 AM,16.05
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Más de 1 año y hasta 3 años,Banagrario,02/01/2025 12:00:00 AM,19.19
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Más de 1 año y hasta 3 años,Banco de Occidente,02/01/2025 12:00:00 AM,19.42
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Más de 1 año y hasta 3 años,Scotiabank Colpatria S.A.,02/01/2025 12:00:00 AM,12.44
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Más de 3 años y hasta 5 años,Banco de Occidente,04/01/2025 12:00:00 AM,20.27
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Más de 5 años y hasta 7 años,Banagrario,04/01/2025 12:00:00 AM,19.07
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Más de 5 años y hasta 7 años,Banco de Occidente,02/01/2025 12:00:00 AM,19.573333333333333
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Más de 5 años y hasta 7 años,Banco de Occidente,03/01/2025 12:00:00 AM,19.216666666666667
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Más de 5 años y hasta 7 años,Banco de Occidente,05/01/2025 12:00:00 AM,20.17
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,AV Villas,05/01/2025 12:00:00 AM,14.84
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banagrario,02/01/2025 12:00:00 AM,19.26
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banagrario,04/01/2025 12:00:00 AM,16.92
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banagrario,05/01/2025 12:00:00 AM,17.44
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,02/01/2025 12:00:00 AM,10.895
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,04/01/2025 12:00:00 AM,11.52
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,05/01/2025 12:00:00 AM,11.5
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Mundo Mujer S.A.,03/01/2025 12:00:00 AM,36.2
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Mundo Mujer S.A.,04/01/2025 12:00:00 AM,36.3
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Mundo Mujer S.A.,05/01/2025 12:00:00 AM,38.300000000000004
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco W S.A.,02/01/2025 12:00:00 AM,40.71
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco W S.A.,03/01/2025 12:00:00 AM,35.59
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco W S.A.,04/01/2025 12:00:00 AM,34.49
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco W S.A.,05/01/2025 12:00:00 AM,35.23
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Scotiabank Colpatria S.A.,02/01/2025 12:00:00 AM,15.89
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banagrario,03/01/2025 12:00:00 AM,15.72
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banagrario,04/01/2025 12:00:00 AM,18.06
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco Mundo Mujer S.A.,02/01/2025 12:00:00 AM,36.5
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco Mundo Mujer S.A.,03/01/2025 12:00:00 AM,35.166666666666667
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco Mundo Mujer S.A.,05/01/2025 12:00:00 AM,38
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco W S.A.,02/01/2025 12:00:00 AM,37.6
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco W S.A.,03/01/2025 12:00:00 AM,40.91
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco W S.A.,05/01/2025 12:00:00 AM,36.07
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 5 años y hasta 7 años,Banagrario,03/01/2025 12:00:00 AM,23.56
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 5 años y hasta 7 años,Banagrario,04/01/2025 12:00:00 AM,14.13
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banagrario,04/01/2025 12:00:00 AM,24.610000000000001
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banagrario,05/01/2025 12:00:00 AM,18.98
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Mundo Mujer S.A.,02/01/2025 12:00:00 AM,51.5
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Mundo Mujer S.A.,03/01/2025 12:00:00 AM,53.18
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco W S.A.,02/01/2025 12:00:00 AM,53.08
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco W S.A.,03/01/2025 12:00:00 AM,53.16
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco W S.A.,04/01/2025 12:00:00 AM,54.165000000000001
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco W S.A.,04/01/2025 12:00:00 AM,54.5
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banagrario,04/01/2025 12:00:00 AM,24.65
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banagrario,05/01/2025 12:00:00 AM,19.7
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco W S.A.,02/01/2025 12:00:00 AM,53.08
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco W S.A.,03/01/2025 12:00:00 AM,53.16
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Garantia idónea o no idónea,Crédito productivo urbano (sin recursos de redescuento),Más de 3 años y hasta 5 años,Banco W S.A.,05/01/2025 12:00:00 AM,46.895
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),A más de 7 años,Banco de Occidente,04/01/2025 12:00:00 AM,14.79
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Hasta 30 días,Banco de Occidente,02/01/2025 12:00:00 AM,20.126666666666667
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Hasta 30 días,Banco de Occidente,03/01/2025 12:00:00 AM,18.97
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Hasta 30 días,Banco de Occidente,04/01/2025 12:00:00 AM,13.736666666666667
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Hasta 30 días,Banco de Occidente,05/01/2025 12:00:00 AM,15.655333333333334
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 1 año y hasta 3 años,Banco de Occidente,02/01/2025 12:00:00 AM,17.294814814814815
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 1 año y hasta 3 años,Banco de Occidente,03/01/2025 12:00:00 AM,16.35
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 1 año y hasta 3 años,Banco de Occidente,04/01/2025 12:00:00 AM,17.891
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 1 año y hasta 3 años,Banco de Occidente,05/01/2025 12:00:00 AM,17.02
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 30 días y hasta 1 año,Banco de Occidente,02/01/2025 12:00:00 AM,15.459428571428571
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 30 días y hasta 1 año,Banco de Occidente,03/01/2025 12:00:00 AM,15.897222222222222
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 30 días y hasta 1 año,Banco de Occidente,04/01/2025 12:00:00 AM,15.011428571428572
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 30 días y hasta 1 año,Banco de Occidente,05/01/2025 12:00:00 AM,14.865185185185186
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 3 años y hasta 5 años,Banco de Occidente,02/01/2025 12:00:00 AM,17.803333333333333
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 3 años y hasta 5 años,Banco de Occidente,03/01/2025 12:00:00 AM,17.1003125
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 3 años y hasta 5 años,Banco de Occidente,04/01/2025 12:00:00 AM,16.59
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 3 años y hasta 5 años,Banco de Occidente,05/01/2025 12:00:00 AM,16.317619047619048
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 5 años y hasta 7 años,Banco de Occidente,02/01/2025 12:00:00 AM,18.405
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Más de 5 años y hasta 7 años,Banco de Occidente,05/01/2025 12:00:00 AM,4.07
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,AV Villas,02/01/2025 12:00:00 AM,14.695
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,AV Villas,03/01/2025 12:00:00 AM,10.35
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,AV Villas,04/01/2025 12:00:00 AM,13.42
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,AV Villas,05/01/2025 12:00:00 AM,12.473333333333333
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,02/01/2025 12:00:00 AM,13.199411764705882
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,03/01/2025 12:00:00 AM,13.513076923076923
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,04/01/2025 12:00:00 AM,14.231333333333333
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,05/01/2025 12:00:00 AM,15.832307692307692
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Mundo Mujer S.A.,02/01/2025 12:00:00 AM,39.3
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Mibanco S.A.,03/01/2025 12:00:00 AM,23.87
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 1 año y hasta 3 años,Mibanco S.A.,05/01/2025 12:00:00 AM,26.400000000000002
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,AV Villas,02/01/2025 12:00:00 AM,14.496851851851852
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,AV Villas,03/01/2025 12:00:00 AM,13.656666666666667
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,AV Villas,04/01/2025 12:00:00 AM,14.81
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banagrario,02/01/2025 12:00:00 AM,17.76
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banagrario,03/01/2025 12:00:00 AM,16.175
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banagrario,05/01/2025 12:00:00 AM,15.24
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco Caja Social S.A.,02/01/2025 12:00:00 AM,12.124545454545454
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco Caja Social S.A.,03/01/2025 12:00:00 AM,12.73375
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco Caja Social S.A.,04/01/2025 12:00:00 AM,12.202857142857143
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco Caja Social S.A.,05/01/2025 12:00:00 AM,11.806666666666667
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,AV Villas,02/01/2025 12:00:00 AM,18.78
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Mibanco S.A.,04/01/2025 12:00:00 AM,24.5
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Más de 3 años y hasta 5 años,Mibanco S.A.,05/01/2025 12:00:00 AM,34.5
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,AV Villas,02/01/2025 12:00:00 AM,20.443333333333333
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banagrario,04/01/2025 12:00:00 AM,21.63
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,02/01/2025 12:00:00 AM,14.7975
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,03/01/2025 12:00:00 AM,17.73
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Banco Caja Social S.A.,04/01/2025 12:00:00 AM,17.29
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 1 año y hasta 3 años,Mibanco S.A.,03/01/2025 12:00:00 AM,52.8
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,AV Villas,02/01/2025 12:00:00 AM,18.8975
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banagrario,02/01/2025 12:00:00 AM,20.76
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banagrario,03/01/2025 12:00:00 AM,17.686666666666667
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banagrario,04/01/2025 12:00:00 AM,16.78
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banagrario,05/01/2025 12:00:00 AM,16.79
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco Caja Social S.A.,02/01/2025 12:00:00 AM,14.41
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco Caja Social S.A.,03/01/2025 12:00:00 AM,18.1
BC-ESTABLECIMIENTO BANCARIO,Jurídica,Crédito productivo,Sin garantia,Crédito productivo urbano (sin recursos de redescuento),Más de 30 días y hasta 1 año,Banco Caja Social S.A.,05/01/2025 12:00:00 AM,13.700000000000001
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial especial,Garantia idónea o no idónea,Comerciales especiales establecidos mediante leyes,Más de 30 días y hasta 1 año,Bancolombia,03/01/2025 12:00:00 AM,11.97
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial especial,Garantia idónea o no idónea,Comerciales especiales establecidos mediante leyes,Más de 30 días y hasta 1 año,Bancolombia,05/01/2025 12:00:00 AM,12.75
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial especial,Sin garantia,Comerciales especiales establecidos mediante leyes,Hasta 30 días,Bancolombia,02/01/2025 12:00:00 AM,13.25
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,A más de 7 años,Banagrario,02/01/2025 12:00:00 AM,14.140454545454546
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,A más de 7 años,Banagrario,03/01/2025 12:00:00 AM,14.437142857142857
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,A más de 7 años,Banagrario,04/01/2025 12:00:00 AM,14.786385542168675
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,A más de 7 años,Banagrario,05/01/2025 12:00:00 AM,14.382352941176471
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,Más de 1 año y hasta 3 años,Banagrario,02/01/2025 12:00:00 AM,16.98421875
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,Más de 1 año y hasta 3 años,Banagrario,03/01/2025 12:00:00 AM,16.778333333333333
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,Más de 1 año y hasta 3 años,Banagrario,04/01/2025 12:00:00 AM,15.84672131147541
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,Más de 1 año y hasta 3 años,Banagrario,05/01/2025 12:00:00 AM,15.966538461538462
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,Más de 1 año y hasta 3 años,Banco de Bogotá,02/01/2025 12:00:00 AM,16.13
BC-ESTABLECIMIENTO BANCARIO,Natural,Comercial ordinario,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,Más de 1 año y hasta 3 años,Bancolombia,02/01/2025 12:00:00 AM,17.2
