Nombre_Tipo_Entidad,Tipo_de_persona,Tipo_de_crédito,Tipo_de_garantía,Producto de crédito,Plazo de crédito,Nombre_Entidad,by_month_fecha_corte,Tasa_efectiva_promedio_ponderada
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,BBVA Colombia,04/01/2025 12:00:00 AM,25.532250056420673
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,BBVA Colombia,05/01/2025 12:00:00 AM,25.816935413005272
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,AV Villas,02/01/2025 12:00:00 AM,17.727631578947368
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,AV Villas,03/01/2025 12:00:00 AM,18.032121212121212
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,AV Villas,04/01/2025 12:00:00 AM,17.881363636363636
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,AV Villas,05/01/2025 12:00:00 AM,16.291935483870968
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Bancolombia,02/01/2025 12:00:00 AM,25.999666666666667
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Bancolombia,03/01/2025 12:00:00 AM,24.86
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Bancolombia,04/01/2025 12:00:00 AM,21.47488888888889
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Bancolombia,05/01/2025 12:00:00 AM,24.649302325581396
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,BBVA Colombia,02/01/2025 12:00:00 AM,24.980468422627956
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,BBVA Colombia,03/01/2025 12:00:00 AM,23.71544021584777
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,BBVA Colombia,04/01/2025 12:00:00 AM,24.178570627802691
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,BBVA Colombia,05/01/2025 12:00:00 AM,24.189810901001112
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,AV Villas,02/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,AV Villas,03/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,AV Villas,04/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,AV Villas,05/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Bancolombia,02/01/2025 12:00:00 AM,0.314406108478146
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Bancolombia,03/01/2025 12:00:00 AM,0.279524153426416
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Bancolombia,04/01/2025 12:00:00 AM,0.288142030874506
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Bancolombia,05/01/2025 12:00:00 AM,0.268394309808765
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Banco Popular,02/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Banco Popular,03/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Banco Popular,04/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Banco Popular,05/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,BBVA Colombia,02/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,BBVA Colombia,03/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,BBVA Colombia,04/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,BBVA Colombia,05/01/2025 12:00:00 AM,0
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,AV Villas,02/01/2025 12:00:00 AM,21.8195
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,AV Villas,03/01/2025 12:00:00 AM,20.440909090909091
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,AV Villas,04/01/2025 12:00:00 AM,22.601785714285714
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,AV Villas,05/01/2025 12:00:00 AM,23.901428571428571
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Bancolombia,02/01/2025 12:00:00 AM,25.671166306695464
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Bancolombia,03/01/2025 12:00:00 AM,23.94906432748538
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Bancolombia,04/01/2025 12:00:00 AM,24.343102725366877
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Bancolombia,05/01/2025 12:00:00 AM,24.545065502183407
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,BBVA Colombia,02/01/2025 12:00:00 AM,24.488697929658269
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,BBVA Colombia,03/01/2025 12:00:00 AM,22.934435879467414
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,BBVA Colombia,04/01/2025 12:00:00 AM,23.428713742272944
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,BBVA Colombia,05/01/2025 12:00:00 AM,23.537207637231504
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,AV Villas,02/01/2025 12:00:00 AM,23.313170731707317
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,AV Villas,03/01/2025 12:00:00 AM,22.687894736842105
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,AV Villas,04/01/2025 12:00:00 AM,23.257735849056604
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,AV Villas,05/01/2025 12:00:00 AM,22.5188
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Bancolombia,02/01/2025 12:00:00 AM,21.835073409461664
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Bancolombia,03/01/2025 12:00:00 AM,21.243655660377358
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Bancolombia,04/01/2025 12:00:00 AM,21.559547657512117
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Bancolombia,05/01/2025 12:00:00 AM,21.44813559322034
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Banco Popular,04/01/2025 12:00:00 AM,23.03
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,BBVA Colombia,02/01/2025 12:00:00 AM,24.162159244264507
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,BBVA Colombia,03/01/2025 12:00:00 AM,22.525275994865212
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,BBVA Colombia,04/01/2025 12:00:00 AM,22.891145038167939
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,BBVA Colombia,05/01/2025 12:00:00 AM,23.105844155844156
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,AV Villas,02/01/2025 12:00:00 AM,25.892156862745098
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,AV Villas,03/01/2025 12:00:00 AM,24.662077051926298
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,AV Villas,04/01/2025 12:00:00 AM,25.323881118881119
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,AV Villas,05/01/2025 12:00:00 AM,25.372938596491228
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Bancolombia,02/01/2025 12:00:00 AM,26.064769161134581
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Bancolombia,03/01/2025 12:00:00 AM,24.86
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Bancolombia,04/01/2025 12:00:00 AM,25.48518594899292
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Bancolombia,05/01/2025 12:00:00 AM,25.779968327094732
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Banco Popular,02/01/2025 12:00:00 AM,23.63
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Banco Popular,03/01/2025 12:00:00 AM,22.44
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,BBVA Colombia,02/01/2025 12:00:00 AM,24.660635080645161
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,BBVA Colombia,03/01/2025 12:00:00 AM,23.517267238639975
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,BBVA Colombia,04/01/2025 12:00:00 AM,23.69433882961526
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,BBVA Colombia,05/01/2025 12:00:00 AM,24.056296296296296
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,AV Villas,02/01/2025 12:00:00 AM,25.342528925619835
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,AV Villas,03/01/2025 12:00:00 AM,24.320645669291339
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,AV Villas,04/01/2025 12:00:00 AM,24.983470394736842
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,AV Villas,05/01/2025 12:00:00 AM,24.664089068825911
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Bancolombia,02/01/2025 12:00:00 AM,24.417252185691417
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Bancolombia,03/01/2025 12:00:00 AM,23.10731737012987
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Bancolombia,04/01/2025 12:00:00 AM,23.898939562043796
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Bancolombia,05/01/2025 12:00:00 AM,23.90754960952503
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Banco Popular,02/01/2025 12:00:00 AM,23.63
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Banco Popular,03/01/2025 12:00:00 AM,22.426666666666667
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Banco Popular,04/01/2025 12:00:00 AM,22.735
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,BBVA Colombia,02/01/2025 12:00:00 AM,23.457075257551947
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,BBVA Colombia,03/01/2025 12:00:00 AM,22.31170957428908
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,BBVA Colombia,04/01/2025 12:00:00 AM,22.841607296506625
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,BBVA Colombia,05/01/2025 12:00:00 AM,22.970563031161473
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,AV Villas,02/01/2025 12:00:00 AM,24.8991875
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,AV Villas,03/01/2025 12:00:00 AM,23.501317365269461
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,AV Villas,04/01/2025 12:00:00 AM,24.106496815286624
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,AV Villas,05/01/2025 12:00:00 AM,23.885432098765432
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,Bancolombia,02/01/2025 12:00:00 AM,23.268116290245074
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,Bancolombia,03/01/2025 12:00:00 AM,22.590235294117647
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,Bancolombia,04/01/2025 12:00:00 AM,23.185971069480674
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,Bancolombia,05/01/2025 12:00:00 AM,23.221361596009976
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,BBVA Colombia,02/01/2025 12:00:00 AM,23.597840677966102
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,BBVA Colombia,03/01/2025 12:00:00 AM,22.32524546952224
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,BBVA Colombia,04/01/2025 12:00:00 AM,22.539603627813235
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 7 y 12 meses,BBVA Colombia,05/01/2025 12:00:00 AM,22.302872411489646
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,Bancoomeva,04/01/2025 12:00:00 AM,20.13
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,Banco Santander,04/01/2025 12:00:00 AM,19.845
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,BBVA Colombia,02/01/2025 12:00:00 AM,19.146666666666667
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,BBVA Colombia,03/01/2025 12:00:00 AM,18.685
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,BBVA Colombia,04/01/2025 12:00:00 AM,18.92
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,BBVA Colombia,05/01/2025 12:00:00 AM,16.17
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,Finandina,02/01/2025 12:00:00 AM,18.361538461538462
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,Finandina,03/01/2025 12:00:00 AM,18.01
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,Finandina,04/01/2025 12:00:00 AM,18.01
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Entre 31 días y 1 año,Finandina,05/01/2025 12:00:00 AM,19.42
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Caja Social S.A.,02/01/2025 12:00:00 AM,22.335625
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Caja Social S.A.,03/01/2025 12:00:00 AM,20.069285714285714
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Caja Social S.A.,04/01/2025 12:00:00 AM,18.780952380952381
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Caja Social S.A.,05/01/2025 12:00:00 AM,17.423333333333334
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Davivienda,02/01/2025 12:00:00 AM,18.427142857142857
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Davivienda,03/01/2025 12:00:00 AM,20.862857142857143
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Davivienda,04/01/2025 12:00:00 AM,20.555
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco de Bogotá,02/01/2025 12:00:00 AM,16.965
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco de Bogotá,03/01/2025 12:00:00 AM,17.74
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco de Bogotá,04/01/2025 12:00:00 AM,17.373333333333333
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco de Bogotá,05/01/2025 12:00:00 AM,17.273333333333333
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Bancolombia,02/01/2025 12:00:00 AM,16.622272727272727
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Bancolombia,03/01/2025 12:00:00 AM,17.118387096774194
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Bancolombia,04/01/2025 12:00:00 AM,17.402368421052632
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Bancolombia,05/01/2025 12:00:00 AM,16.742608695652174
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Santander,02/01/2025 12:00:00 AM,14.752
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Santander,03/01/2025 12:00:00 AM,17.325909090909091
BC-ESTABLECIMIENTO BANCARIO,Natural,Consumo,Garantia idónea o no idónea,Vehículo,Más de 1 año y hasta 3 años,Banco Santander,04/01/2025 12:00:00 AM,17.87
